PDB	chains1	chains2	dG	PRODIGY	SKEMPI
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.8139	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A22	A	B	-12.9102	0	1
1A2K	C	AB	-9.3	1	0
1A4Y	A	B	-20.6551	0	1
1A4Y	A	B	-20.6551	0	1
1A4Y	A	B	-20.6551	0	1
1A4Y	A	B	-20.6551	0	1
1A4Y	A	B	-20.6551	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8171	0	1
1A4Y	A	B	-20.8627	0	1
1A4Y	A	B	-20.8627	0	1
1A4Y	A	B	-20.8627	0	1
1A4Y	A	B	-20.8627	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0098	0	1
1A4Y	A	B	-21.0252	0	1
1A4Y	A	B	-21.0252	0	1
1A4Y	A	B	-21.1088	0	1
1A4Y	A	B	-21.1088	0	1
1ACB	E	I	-13.1	1	0
1ACB	E	I	-15.9092	0	1
1ACB	E	I	-15.9092	0	1
1ACB	E	I	-15.9092	0	1
1ACB	E	I	-15.9092	0	1
1ACB	E	I	-15.9092	0	1
1ACB	E	I	-15.9092	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AHW	AB	C	-11.5467	0	1
1AK4	A	D	-6.4	1	0
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AK4	A	D	-6.70946	0	1
1AKJ	AB	DE	-5.3	1	0
1AO7	ABC	DE	-7.27212	0	1
1AO7	ABC	DE	-7.27212	0	1
1AO7	ABC	DE	-7.27212	0	1
1AO7	ABC	DE	-7.33253	0	1
1AO7	ABC	DE	-7.33253	0	1
1AO7	ABC	DE	-7.33253	0	1
1AO7	ABC	DE	-7.41586	0	1
1AO7	ABC	DE	-7.41586	0	1
1AO7	ABC	DE	-7.41586	0	1
1AO7	ABC	DE	-7.49214	0	1
1AO7	ABC	DE	-7.49214	0	1
1AO7	ABC	DE	-7.49214	0	1
1AO7	ABC	DE	-7.49214	0	1
1AO7	ABC	DE	-7.49214	0	1
1AO7	ABC	DE	-7.49214	0	1
1AO7	ABC	DE	-7.5167	0	1
1AO7	ABC	DE	-7.5167	0	1
1AO7	ABC	DE	-7.5167	0	1
1AO7	ABC	DE	-7.52252	0	1
1AO7	ABC	DE	-7.52252	0	1
1AO7	ABC	DE	-7.52252	0	1
1AO7	ABC	DE	-7.55248	0	1
1AO7	ABC	DE	-7.55248	0	1
1AO7	ABC	DE	-7.55248	0	1
1AO7	ABC	DE	-7.55453	0	1
1AO7	ABC	DE	-7.55453	0	1
1AO7	ABC	DE	-7.55453	0	1
1AO7	ABC	DE	-7.55453	0	1
1AO7	ABC	DE	-7.55453	0	1
1AO7	ABC	DE	-7.55453	0	1
1AO7	ABC	DE	-7.55659	0	1
1AO7	ABC	DE	-7.55659	0	1
1AO7	ABC	DE	-7.55659	0	1
1AO7	ABC	DE	-7.55659	0	1
1AO7	ABC	DE	-7.55659	0	1
1AO7	ABC	DE	-7.55659	0	1
1AO7	ABC	DE	-7.55866	0	1
1AO7	ABC	DE	-7.55866	0	1
1AO7	ABC	DE	-7.55866	0	1
1AO7	ABC	DE	-7.55866	0	1
1AO7	ABC	DE	-7.55866	0	1
1AO7	ABC	DE	-7.55866	0	1
1AO7	ABC	DE	-7.56282	0	1
1AO7	ABC	DE	-7.56282	0	1
1AO7	ABC	DE	-7.56282	0	1
1AO7	ABC	DE	-7.5691	0	1
1AO7	ABC	DE	-7.5691	0	1
1AO7	ABC	DE	-7.5691	0	1
1AO7	ABC	DE	-7.59715	0	1
1AO7	ABC	DE	-7.59715	0	1
1AO7	ABC	DE	-7.59715	0	1
1AO7	ABC	DE	-7.60159	0	1
1AO7	ABC	DE	-7.60159	0	1
1AO7	ABC	DE	-7.60159	0	1
1AO7	ABC	DE	-7.60382	0	1
1AO7	ABC	DE	-7.60382	0	1
1AO7	ABC	DE	-7.60382	0	1
1AO7	ABC	DE	-7.61056	0	1
1AO7	ABC	DE	-7.61056	0	1
1AO7	ABC	DE	-7.61056	0	1
1AO7	ABC	DE	-7.62197	0	1
1AO7	ABC	DE	-7.62197	0	1
1AO7	ABC	DE	-7.62197	0	1
1AO7	ABC	DE	-7.6266	0	1
1AO7	ABC	DE	-7.6266	0	1
1AO7	ABC	DE	-7.6266	0	1
1AO7	ABC	DE	-7.6407	0	1
1AO7	ABC	DE	-7.6407	0	1
1AO7	ABC	DE	-7.6407	0	1
1AO7	ABC	DE	-7.65271	0	1
1AO7	ABC	DE	-7.65271	0	1
1AO7	ABC	DE	-7.65271	0	1
1AO7	ABC	DE	-7.66239	0	1
1AO7	ABC	DE	-7.67245	0	1
1AO7	ABC	DE	-7.67245	0	1
1AO7	ABC	DE	-7.67245	0	1
1AO7	ABC	DE	-7.69547	0	1
1AO7	ABC	DE	-7.69547	0	1
1AO7	ABC	DE	-7.69547	0	1
1AO7	ABC	DE	-7.706	0	1
1AO7	ABC	DE	-7.706	0	1
1AO7	ABC	DE	-7.706	0	1
1AO7	ABC	DE	-7.706	0	1
1AO7	ABC	DE	-7.706	0	1
1AO7	ABC	DE	-7.706	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.71402	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.74157	0	1
1AO7	ABC	DE	-7.75296	0	1
1AO7	ABC	DE	-7.75296	0	1
1AO7	ABC	DE	-7.75296	0	1
1AO7	ABC	DE	-7.78242	0	1
1AO7	ABC	DE	-7.78242	0	1
1AO7	ABC	DE	-7.78242	0	1
1AO7	ABC	DE	-7.78545	0	1
1AO7	ABC	DE	-7.78545	0	1
1AO7	ABC	DE	-7.78545	0	1
1AO7	ABC	DE	-7.7885	0	1
1AO7	ABC	DE	-7.83285	0	1
1AO7	ABC	DE	-7.87019	0	1
1AO7	ABC	DE	-7.87019	0	1
1AO7	ABC	DE	-7.87019	0	1
1AO7	ABC	DE	-7.87019	0	1
1AO7	ABC	DE	-7.87019	0	1
1AO7	ABC	DE	-7.87019	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.23676	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1AO7	ABC	DE	-8.25661	0	1
1ATN	A	D	-12.1	1	0
1AVZ	B	C	-6.5	1	0
1B2S	A	D	-13.3677	0	1
1B2S	A	D	-13.3677	0	1
1B2S	A	D	-13.3677	0	1
1B2U	A	D	-9.54439	0	1
1B2U	A	D	-9.54439	0	1
1B2U	A	D	-9.54439	0	1
1B3S	A	D	-13.5419	0	1
1B3S	A	D	-13.5419	0	1
1B3S	A	D	-13.5419	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B41	A	B	-13.6715	0	1
1B6C	A	B	-8.9	1	0
1BD2	ABC	DE	-7.83946	0	1
1BD2	ABC	DE	-7.83946	0	1
1BD2	ABC	DE	-7.83946	0	1
1BD2	ABC	DE	-7.85292	0	1
1BD2	ABC	DE	-7.85292	0	1
1BD2	ABC	DE	-7.85292	0	1
1BD2	ABC	DE	-7.89524	0	1
1BD2	ABC	DE	-7.89524	0	1
1BD2	ABC	DE	-7.89524	0	1
1BD2	ABC	DE	-7.96911	0	1
1BD2	ABC	DE	-7.96911	0	1
1BD2	ABC	DE	-7.96911	0	1
1BD2	ABC	DE	-7.98167	0	1
1BD2	ABC	DE	-7.98167	0	1
1BD2	ABC	DE	-7.98167	0	1
1BD2	ABC	DE	-8.0032	0	1
1BD2	ABC	DE	-8.0032	0	1
1BD2	ABC	DE	-8.0032	0	1
1BD2	ABC	DE	-8.0032	0	1
1BD2	ABC	DE	-8.0032	0	1
1BD2	ABC	DE	-8.0032	0	1
1BD2	ABC	DE	-8.03012	0	1
1BD2	ABC	DE	-8.03012	0	1
1BD2	ABC	DE	-8.03012	0	1
1BJ1	HL	VW	-11.1855	0	1
1BJ1	HL	VW	-11.5467	0	1
1BJ1	HL	VW	-11.5467	0	1
1BJ1	HL	VW	-11.5467	0	1
1BJ1	HL	VW	-11.5467	0	1
1BJ1	HL	VW	-11.5467	0	1
1BJ1	HL	VW	-11.6	1	0
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BJ1	HL	VW	-11.6409	0	1
1BP3	A	B	-14.2078	0	1
1BP3	A	B	-14.2078	0	1
1BP3	A	B	-14.2078	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-14.2913	0	1
1BP3	A	B	-8.95624	0	1
1BP3	A	B	-8.95624	0	1
1BP3	A	B	-8.95624	0	1
1BP3	A	B	-8.95624	0	1
1BP3	A	B	-8.95624	0	1
1BP3	A	B	-8.95624	0	1
1BP3	A	B	-8.95624	0	1
1BRS	A	D	-13.4704	0	1
1BRS	A	D	-13.4704	0	1
