7BEP	0.563132	2183	16664	0.565008	2189	16733	0.564386	2189	16733
7BH9	0.49893	730	5833	0.507159	769	6262	0.507072	769	6262
7BNN	0.487083	3207	25079	0.471796	3399	26475	0.471027	3399	26475
7BNO	0.458626	3197	25018	0.446822	3399	26475	0.445895	3399	26475
7BWJ	0.555437	636	4806	0.555894	636	4809	0.555418	636	4809
7BYR	0.487155	3137	23935	0.465835	3588	27928	0.46518	3588	27928
7BZ5	0.565046	628	4812	0.56451	629	4825	0.564211	629	4825
7C01	0.568722	1256	9642	0.568885	1256	9648	0.568568	1256	9648
7C2L	0.496535	4479	34742	0.482037	4743	36705	0.481164	4743	36705
7C8D	0.504777	792	6358	0.508819	792	6427	0.508875	792	6427
7C8J	0.517347	902	7316	0.518126	902	7342	0.517975	902	7342
7C8V	0.561238	313	2460	0.562119	313	2466	0.560762	313	2466
7C8W	0.532846	315	2465	0.532585	317	2490	0.531265	317	2490
7CAB	0.515859	3087	24138	0.49676	3369	26256	0.495591	3369	26256
7CAC	0.495723	3499	27276	0.47757	3795	29529	0.477166	3795	29529
7CAH	0.387319	404	2889	0.464256	419	3294	0.464043	419	3294
7CAI	0.491005	3911	30414	0.474236	4221	32775	0.473881	4221	32775
7CAK	0.481814	3771	29423	0.46896	4056	31614	0.468504	4056	31614
7CAN	0.530757	312	2436	0.526825	317	2493	0.527005	317	2493
7CDI	0.571361	614	4701	0.568157	624	4770	0.567368	624	4770
7CDJ	0.561099	618	4756	0.558885	625	4799	0.558027	625	4799
7CH4	0.558946	619	4729	0.556796	624	4770	0.55652	624	4770
7CH5	0.568486	607	4687	0.567791	613	4728	0.566471	613	4728
7CHB	0.574891	614	4676	0.573941	623	4740	0.573252	623	4740
7CHC	0.569068	1042	7985	0.56644	1055	8072	0.566012	1055	8072
7CHE	0.560865	1047	7956	0.558494	1065	8081	0.558333	1065	8081
7CHF	0.564987	1052	8008	0.562302	1064	8095	0.561956	1064	8095
7CHH	0.500581	3704	28455	0.48297	4068	31572	0.482015	4068	31572
7CHO	0.56245	1247	9429	0.563379	1255	9487	0.562666	1255	9487
7CHP	0.556014	622	4770	0.556903	626	4807	0.556402	626	4807
7CHS	0.575404	613	4713	0.569936	623	4785	0.569286	623	4785
7CJF	0.568958	627	4818	0.56894	627	4821	0.568964	627	4821
7CM4	0.581307	635	4850	0.578423	641	4889	0.578494	641	4889
7CN8	0.508859	3375	26313	0.508852	3375	26316	0.508097	3375	26316
7CN9	0.363528	3058	23290	0.354458	3342	26010	0.35322	3342	26010
7CT5	0.487278	4804	38170	0.468511	5145	40788	0.467937	5145	40788
7CWL	0.500731	3900	30260	0.492791	4085	31766	0.492224	4085	31766
7CWM	0.50269	3883	30156	0.495677	4086	31770	0.495231	4086	31770
7CWN	0.507305	4583	35547	0.501361	4771	37135	0.500731	4771	37135
7CWO	0.511528	422	3254	0.516652	422	3280	0.515744	422	3280
7CWS	0.48631	4602	35745	0.477175	4776	37080	0.476838	4776	37080
7CWT	0.486285	4584	35442	0.478376	4776	36969	0.477801	4776	36969
7CWU	0.50057	4592	35484	0.49312	4773	36936	0.492498	4773	36936
7CYH	0.445614	423	3241	0.454691	423	3286	0.452965	423	3286
7CYP	0.480964	3756	29153	0.464476	4056	31488	0.463272	4056	31488
7CYV	0.521877	428	3155	0.524962	261	1931	0.524026	261	1931
7CZP	0.515357	3862	29910	0.494442	4230	32720	0.493557	4230	32720
7CZQ	0.515463	3868	30036	0.492859	4236	32842	0.492239	4236	32842
7CZR	0.509269	3854	29906	0.487366	4222	32712	0.486865	4222	32712
7CZS	0.504851	4310	33327	0.486271	4653	35961	0.485634	4653	35961
7CZT	0.527139	3872	30080	0.502916	4240	32886	0.502368	4240	32886
7CZU	0.510432	3878	30140	0.486695	4246	32946	0.485836	4246	32946
7CZV	0.508153	4346	33678	0.489792	4689	36312	0.488991	4689	36312
7CZW	0.519438	3880	30024	0.496762	4248	32832	0.496096	4248	32832
7CZX	0.517983	4368	33885	0.497392	4710	36510	0.496705	4710	36510
7CZY	0.500004	3880	30122	0.479513	4248	32954	0.47908	4248	32954
7CZZ	0.493148	4349	33651	0.474041	4692	36324	0.473491	4692	36324
7D00	0.509269	3854	29906	0.488601	4222	32712	0.487862	4222	32712
7D03	0.513414	3412	26553	0.484198	3804	29523	0.483419	3804	29523
7D0B	0.505501	3206	25099	0.474463	3598	28068	0.47363	3598	28068
7D0C	0.498515	3860	29986	0.475275	4228	32792	0.474567	4228	32792
7D0D	0.505303	3468	27116	0.482089	3836	29922	0.481396	3836	29922
7D2Z	0.539229	329	2566	0.539796	329	2567	0.537873	329	2567
7D30	0.560192	435	3366	0.54834	475	3604	0.548071	475	3604
7D4G	0.483617	502	3925	0.481656	506	3957	0.481106	506	3957
7D6I	0.547	627	4740	0.549342	634	4846	0.548498	634	4846
7DCC	0.486091	4485	35001	0.472849	4704	36576	0.472089	4704	36576
7DCX	0.491346	4439	34644	0.479364	4673	36330	0.478467	4673	36330
7DD2	0.478739	4049	31623	0.468364	4270	33212	0.46752	4270	33212
7DD8	0.462238	3613	27980	0.450246	3836	29848	0.449368	3836	29848
7DDD	0.487167	3264	25503	0.477515	3402	26484	0.477236	3402	26484
7DDN	0.489269	3202	25049	0.471898	3402	26484	0.471442	3402	26484
7DEO	0.586726	871	6769	0.580044	894	6875	0.579653	894	6875
7DET	0.577888	849	6658	0.569727	877	6782	0.569256	877	6782
7DEU	0.57255	425	3317	0.566756	437	3375	0.565734	437	3375
7DF3	0.497564	3264	25503	0.488524	3402	26484	0.488077	3402	26484
7DF4	0.485987	3798	29912	0.473015	3997	31340	0.472242	3997	31340
7DHX	0.528526	788	6382	0.528618	791	6421	0.528705	791	6421
7DJZ	0.572309	635	4852	0.572424	635	4855	0.571592	635	4855
7DK0	0.571629	627	4772	0.569711	632	4809	0.568828	632	4809
7DK2	0.563265	2503	19262	0.563468	2503	19274	0.562691	2503	19274
7DK3	0.499198	3172	24838	0.483941	3402	26484	0.483451	3402	26484
7DK4	0.517147	4470	34707	0.505994	4698	36351	0.50533	4698	36351
7DK5	0.501714	3608	28144	0.485726	3834	29773	0.484924	3834	29773
7DK6	0.513535	4042	31448	0.498765	4266	33062	0.498307	4266	33062
7DK7	0.493775	4181	32504	0.481751	4403	34105	0.48109	4403	34105
7DMU	0.545526	1586	12855	0.545657	1586	12859	0.545238	1586	12859
7DPM	0.565875	2531	19446	0.564599	2548	19573	0.563937	2548	19573
7DQA	0.523165	791	6411	0.523349	791	6413	0.523053	791	6413
7DWY	0.531004	3297	25785	0.523382	3399	26517	0.521942	3399	26517
7DWZ	0.506672	3019	23604	0.476849	3360	26214	0.476165	3360	26214
7DX0	0.513602	2914	22758	0.474789	3360	26214	0.474168	3360	26214
7DX1	0.512743	2914	22746	0.471882	3360	26202	0.47121	3360	26202
7DX2	0.513956	2914	22746	0.474567	3360	26202	0.473984	3360	26202
7DX3	0.514371	2914	22758	0.471091	3360	26214	0.470375	3360	26214
7DX4	0.521467	1027	8151	0.521479	1027	8155	0.520723	1027	8155
7DX5	0.51519	3544	27897	0.483602	3955	31072	0.482954	3955	31072
7DX6	0.514555	3544	27897	0.484332	3955	31072	0.483657	3955	31072
7DX7	0.513014	3544	27897	0.480256	3955	31072	0.479684	3955	31072
7DX8	0.51415	4174	33036	0.489137	4550	35930	0.488572	4550	35930
7DX9	0.512088	4209	33318	0.491357	4550	35930	0.490811	4550	35930
7DZW	0.00012126	3363	13452	0.472673	3363	26163	0.472297	3363	26163
7DZX	0.000108027	3803	15212	0.491172	3803	29510	0.490744	3803	29510
7DZY	0.000119177	4677	18708	0.503489	4677	36198	0.502945	4677	36198
7E23	0.439197	403	3119	0.441917	409	3187	0.441669	409	3187
7E39	0.466297	414	3060	0.48543	417	3267	0.485754	417	3267
7E3B	0.54851	421	3285	0.549146	421	3288	0.547656	421	3288
7E3C	0.428236	405	2923	0.47374	412	3192	0.472937	412	3192
7E3J	0.516861	890	7230	0.516573	904	7375	0.515853	904	7375
7E3K	0.492736	4278	32231	0.49234	4671	36117	0.491755	4671	36117
7E3L	0.508216	4266	32359	0.499567	4671	36117	0.498707	4671	36117
7E3O	0.561431	615	4678	0.560014	623	4741	0.559502	623	4741
7E5O	0.561919	621	4788	0.559261	628	4838	0.558846	628	4838
7E5R	0.483367	5262	40263	0.487391	5448	42147	0.486616	5448	42147
7E5S	0.471322	5038	38580	0.473339	5224	40396	0.472718	5224	40396
7E5Y	0.497298	1215	9297	0.494577	1244	9490	0.493875	1244	9490
7E7B	0.532479	3306	25839	0.526447	3402	26523	0.52592	3402	26523
7E7D	0.53345	3240	25287	0.523879	3402	26541	0.523165	3402	26541
7E7X	0.554102	1280	9767	0.526904	1412	10834	0.526519	1412	10834
7E7Y	0.566376	1235	9339	0.56561	1254	9488	0.565373	1254	9488
7E86	0.567557	613	4698	0.564348	624	4781	0.564326	624	4781
7E88	0.549419	2446	18863	0.546914	2482	19134	0.546493	2482	19134
7E8C	0.526013	5218	40225	0.515723	5460	42075	0.515178	5460	42075
7E8F	0.570986	1134	8768	0.566047	1158	8970	0.565685	1158	8970
7E8M	0.575455	615	4711	0.571804	625	4780	0.571116	625	4780
7E9O	0.495322	4338	33498	0.476542	4713	36381	0.475645	4713	36381
7E9Q	0.48047	4338	33498	0.461869	4713	36381	0.461127	4713	36381
7E9T	0.450745	1113	8637	0.361672	1596	12378	0.361761	1596	12378
7EAM	0.576593	1266	9836	0.575354	1276	9906	0.575156	1276	9906
7EAN	0.564354	627	4853	0.564558	627	4856	0.563818	627	4856
7EAZ	0.476402	3051	23814	0.458294	3360	26151	0.457576	3360	26151
7EB0	0.474516	3055	23835	0.455827	3360	26151	0.454982	3360	26151
7EB3	0.471782	3041	23741	0.448867	3360	26151	0.447967	3360	26151
7EB4	0.470067	3047	23785	0.451874	3360	26151	0.451178	3360	26151
7EB5	0.463879	3058	23866	0.443765	3360	26151	0.443134	3360	26151
7EDF	0.491695	3065	23945	0.472771	3352	26121	0.472206	3352	26121
7EDG	0.4861	3023	23612	0.463266	3352	26121	0.462512	3352	26121
7EDH	0.48469	2846	22201	0.441613	3352	26121	0.440828	3352	26121
7EDI	0.485275	3048	23803	0.460177	3352	26121	0.459275	3352	26121
7EDJ	0.477668	4836	38389	0.462815	5140	40710	0.462076	5140	40710
7EFP	0.546851	790	6396	0.549462	790	6412	0.548397	790	6412
7EFR	0.539437	790	6395	0.542711	790	6411	0.542477	790	6411
7EH5	0.468588	4362	33939	0.451188	4734	36807	0.450513	4734	36807
7EJ4	0.47312	3725	28990	0.45517	4044	31395	0.454353	4044	31395
7EJ5	0.475736	3723	29090	0.459677	4050	31560	0.459033	4050	31560
7EKC	0.531669	791	6407	0.531709	791	6409	0.531453	791	6409
7EKE	0.533009	791	6402	0.533156	791	6404	0.532745	791	6404
7EKF	0.531689	791	6409	0.531884	791	6411	0.532194	791	6411
7EKG	0.533672	791	6408	0.533706	791	6410	0.533628	791	6410
7EKH	0.529941	791	6404	0.530176	791	6406	0.530369	791	6406
7EY5	0.534635	648	5072	0.534994	648	5077	0.534315	648	5077
7EYA	0.521342	576	4590	0.484073	671	5336	0.483249	671	5336
7EZV	0.568584	632	4937	0.569541	632	4942	0.569101	632	4942
7F62	0.465585	427	3321	0.46029	429	3335	0.459532	429	3335
7F63	0.446155	429	3375	0.445336	431	3390	0.444991	431	3390
7F7E	0.541537	630	4821	0.542285	630	4824	0.542043	630	4824
7FAE	0.51681	4318	33484	0.497906	4662	36090	0.49732	4662	36090
7FAF	0.480832	4298	33288	0.462652	4662	36090	0.462221	4662	36090
7FCD	0.477771	3055	23954	0.459788	3399	26472	0.459106	3399	26472
7FCE	0.528365	3125	24402	0.509241	3399	26472	0.508947	3399	26472
7FDG	0.502669	791	6376	0.510689	791	6412	0.510456	791	6412
7FDH	0.515255	791	6411	0.515346	791	6413	0.514814	791	6413
7FDI	0.512882	788	6326	0.520081	788	6385	0.520143	788	6385
7FDK	0.500567	791	6400	0.500594	791	6402	0.501113	791	6402
7FEM	0.445967	3579	28151	0.423384	3949	30976	0.422783	3949	30976
7FET	0.462476	3003	23449	0.43866	3354	26118	0.437987	3354	26118
7FG2	0.401183	1202	9342	0.398544	1228	9551	0.397914	1228	9551
7FG3	0.35077	1166	9054	0.341677	1228	9551	0.340973	1228	9551
7FG7	0.378116	1114	8690	0.378179	1114	8691	0.377329	1114	8691
7JJI	0.541588	3327	25971	0.535535	3399	26499	0.535098	3399	26499
7JMO	0.57635	622	4766	0.579481	627	4801	0.57951	627	4801
7JMP	0.542826	594	4430	0.558886	613	4651	0.558605	613	4651
7JMW	0.546858	638	4845	0.563504	644	4991	0.562861	644	4991
7JV2	0.535771	282	2151	0.530953	288	2209	0.529534	288	2209
7JV4	0.448981	3568	24350	0.507151	4036	31250	0.506538	4036	31250
7JV6	0.482667	3612	25808	0.517544	4038	31266	0.517245	4038	31266
7JVA	0.568381	420	3209	0.576541	422	3295	0.577159	422	3295
7JVB	0.493689	621	4728	0.502019	621	4831	0.501763	621	4831
7JVC	0.440778	4272	28647	0.520125	4659	35952	0.519626	4659	35952
7JW0	0.27304	4314	25294	0.509212	4692	36231	0.508755	4692	36231
7JWB	0.531568	3289	25654	0.496443	3781	29286	0.495953	3781	29286
7JWY	0.519326	3178	24830	0.505514	3363	26181	0.504968	3363	26181
7JX3	0.571389	1512	11479	0.570832	1516	11512	0.569781	1516	11512
7JZL	0.489539	3105	22297	0.507153	3531	27614	0.506556	3531	27614
7JZM	0.534842	258	1995	0.547629	258	2081	0.547692	258	2081
7JZN	0.490119	3132	22482	0.507041	3551	27793	0.506241	3551	27793
7JZU	0.536587	248	1949	0.543685	248	1996	0.544831	248	1996
7K43	0.55698	3783	29319	0.5414	4059	31566	0.540765	4059	31566
7K45	0.53762	419	3010	0.571025	422	3274	0.570175	422	3274
7K4N	0.444545	3654	24471	0.525819	4026	31245	0.524991	4026	31245
7K8M	0.574526	612	4719	0.575942	618	4762	0.575368	618	4762
7K8S	0.518998	3708	28851	0.497277	4059	31554	0.496451	4059	31554
7K8T	0.51995	3699	28736	0.500441	4059	31554	0.499853	4059	31554
7K8U	0.482197	3181	23859	0.472926	3591	27971	0.472345	3591	27971
7K8V	0.457876	3390	25674	0.438352	3825	29824	0.437307	3825	29824
7K8W	0.492003	3403	25647	0.481059	3837	29828	0.480371	3837	29828
7K8X	0.492493	3478	27007	0.470303	3835	29774	0.469288	3835	29774
7K8Y	0.481665	3242	25238	0.45845	3599	28003	0.457736	3599	28003
7K8Z	0.515255	3335	25069	0.501285	3810	29700	0.5005	3810	29700
7K90	0.503187	3711	28401	0.495073	4071	31602	0.494138	4071	31602
7K9H	0.503147	3391	25624	0.48295	3810	29613	0.482196	3810	29613
7K9I	0.522405	423	3281	0.522352	423	3284	0.522175	423	3284
7K9J	0.523587	3627	28299	0.496207	4035	31398	0.495589	4035	31398
7K9K	0.55539	402	3153	0.54071	422	3299	0.539875	422	3299
7K9Z	0.533601	1057	8047	0.535522	1065	8096	0.535206	1065	8096
7KDG	0.544756	2916	22818	0.50377	3363	26187	0.502932	3363	26187
7KDH	0.523222	2891	21886	0.495204	3363	26187	0.494734	3363	26187
7KDI	0.547926	2916	22806	0.510441	3363	26226	0.510051	3363	26226
7KDJ	0.523075	2875	21539	0.491077	3363	26226	0.490828	3363	26226
7KDK	0.541402	2916	22806	0.504313	3363	26175	0.503804	3363	26175
7KDL	0.522487	2875	21539	0.489868	3363	26175	0.48943	3363	26175
7KE4	0.540137	2916	22802	0.50272	3363	26175	0.502369	3363	26175
7KE6	0.544558	2916	22806	0.504581	3363	26175	0.504097	3363	26175
7KE7	0.53929	2916	22806	0.501169	3363	26175	0.500618	3363	26175
7KE8	0.546597	2957	23112	0.508865	3363	26175	0.508364	3363	26175
7KE9	0.52325	2875	21539	0.492055	3363	26175	0.491599	3363	26175
7KEA	0.515897	2875	21539	0.489354	3363	26175	0.489134	3363	26175
7KEB	0.508509	2875	21539	0.479039	3363	26175	0.478435	3363	26175
7KEC	0.502024	2875	21539	0.473578	3363	26175	0.473136	3363	26175
7KFV	0.570588	1896	14511	0.575933	1899	14537	0.575273	1899	14537
7KFW	0.562175	1890	14459	0.567555	1893	14487	0.567071	1893	14487
7KFX	0.559899	634	4861	0.565209	634	4864	0.564977	634	4864
7KFY	0.557634	632	4836	0.563202	632	4839	0.564053	632	4839
7KGJ	0.554769	317	2500	0.556095	317	2510	0.555141	317	2510
7KGK	0.543033	314	2466	0.543505	314	2472	0.53976	314	2472
7KJ2	0.531106	3502	27580	0.500247	3956	31017	0.499536	3956	31017
7KJ3	0.52709	4109	32523	0.500859	4549	35862	0.500325	4549	35862
7KJ4	0.526908	4722	37516	0.505597	5142	40707	0.50532	5142	40707
7KJ5	0.530024	2909	22736	0.491719	3363	26172	0.491515	3363	26172
7KKK	0.540328	3360	26115	0.511592	3717	28830	0.510577	3717	28830
7KKL	0.542283	3360	26142	0.514169	3717	28857	0.514156	3717	28857
7KL9	0.453038	3468	25924	0.444271	3837	29766	0.44384	3837	29766
7KLG	0.554364	1269	9689	0.562225	1269	9699	0.561793	1269	9699
7KLH	0.552482	1269	9677	0.559967	1269	9687	0.559308	1269	9687
7KLW	0.566858	441	3456	0.566684	441	3457	0.566254	441	3457
7KM5	0.532097	620	4832	0.528594	625	4871	0.527932	625	4871
7KMB	0.487442	788	6383	0.487592	788	6385	0.487241	788	6385
7KMG	0.571725	1255	9360	0.583976	1261	9730	0.582722	1261	9730
7KMH	0.565347	617	4630	0.572055	619	4755	0.571588	619	4755
7KMI	0.565486	627	4762	0.566739	627	4807	0.566632	627	4807
7KMK	0.523941	3952	30627	0.50752	4249	32842	0.506653	4249	32842
7KML	0.539594	4413	34062	0.523194	4692	36165	0.522562	4692	36165
7KMS	0.481054	4887	38683	0.466225	5160	40851	0.465515	5160	40851
7KMZ	0.458764	4260	33599	0.442674	4562	35968	0.441971	4562	35968
7KN3	0.558838	1266	9667	0.565912	1269	9760	0.565704	1269	9760
7KN4	0.532245	1231	8927	0.559343	1252	9508	0.557761	1252	9508
7KN5	0.530275	892	6794	0.573751	894	6962	0.573732	894	6962
7KN6	0.566861	733	5525	0.578434	743	5700	0.577929	743	5700
7KN7	0.570623	744	5685	0.577097	750	5766	0.576321	750	5766
7KNB	0.447714	3637	28440	0.431669	3961	31064	0.431022	3961	31064
7KNE	0.446234	3637	28407	0.429372	3961	31064	0.428797	3961	31064
7KNH	0.447078	4260	33599	0.432282	4562	35968	0.431044	4562	35968
7KNI	0.460351	4878	38622	0.446892	5160	40851	0.446102	5160	40851
7KQB	0.538677	4105	31893	0.528203	4267	33022	0.527713	4267	33022
7KQE	0.551168	4467	34626	0.540811	4692	36213	0.539978	4692	36213
7KRQ	0.530945	3363	26298	0.526515	3447	26928	0.52603	3447	26928
7KRR	0.527039	3310	25892	0.517271	3447	26928	0.51673	3447	26928
7KRS	0.532829	3316	25933	0.524724	3447	26928	0.524245	3447	26928
7KS9	0.492086	3189	24530	0.470537	3582	27866	0.470199	3582	27866
7KSG	0.508453	3558	27691	0.503472	3777	29369	0.503072	3777	29369
7KXJ	0.526863	4389	33879	0.511564	4683	36084	0.510683	4683	36084
7KXK	0.518386	4383	33846	0.506103	4683	36084	0.50558	4683	36084
7KZB	0.48477	992	7101	0.527892	1061	8120	0.526837	1061	8120
7L0N	0.551876	3304	25889	0.549637	3345	26177	0.549073	3345	26177
7L2C	0.546442	1428	10988	0.548994	1451	11166	0.548265	1451	11166
7L2D	0.51923	3492	27212	0.509299	3638	28256	0.508977	3638	28256
7L2E	0.541637	4050	31506	0.544066	4095	31809	0.543634	4095	31809
7L2F	0.519927	3970	31010	0.515049	4107	31968	0.514546	4107	31968
7L3N	0.528431	3056	23810	0.481	3590	27938	0.480707	3590	27938
7L56	0.4532	3686	25690	0.499257	4070	31528	0.498583	4070	31528
7L57	0.0439525	3192	16270	0.410873	3589	27888	0.410116	3589	27888
7L58	0.0554414	3442	17529	0.467922	3634	28297	0.467122	3634	28297
7L5B	0.502314	599	4569	0.505167	620	4723	0.504451	620	4723
7L7F	0.505241	1788	14542	0.505099	1788	14546	0.504441	1788	14546
7L7K	0.486141	2919	22124	0.457047	3360	26214	0.456272	3360	26214
7LAA	0.514503	3002	22932	0.45142	3806	29550	0.450726	3806	29550
7LAB	0.547555	4194	32469	0.520728	4641	35889	0.520229	4641	35889
7LCN	0.519817	4296	33186	0.498928	4680	36048	0.498494	4680	36048
7LD1	0.402623	4249	28545	0.431386	4719	36624	0.430794	4719	36624
7LDJ	0.554598	1287	10021	0.558204	1299	10136	0.557516	1299	10136
7LJR	0.521816	3378	26291	0.494018	3795	29460	0.49346	3795	29460
7LM8	0.56679	1071	8192	0.578328	1081	8304	0.578339	1081	8304
7LO4	0.53886	796	6453	0.538925	796	6455	0.538564	796	6455
7LOP	0.565497	2145	16407	0.572962	2156	16484	0.572398	2156	16484
7LQ7	0.531579	3216	24270	0.544718	3233	24549	0.558882	3233	24549
